Sale_ID,Store_ID,Product_ID,Customer_ID,Staff_ID,Quantity,Unit_Price,Sale_Date,Sales_Channel,Customer_Name,Age,Gender,City,Purchase_Channel,Total_Purchases,Product_Name,Category,Color,Description,Size,Price,Acquisition_Cost,Recency,Frequency,Monetary,YearMonth
116,4,139,791,264,86,392.93,2022-11-18 14:43:41,Física,Lourenço Andrade-Nogueira,57,F,Lajes das Flores,Física,244.71,Iste,Roupas,Azul,Nemo et nemo praesentium veniam quia nulla nisi.,M,24.82,36.56,585,20,521551.51,2022-11
117,1,930,399,410,76,248.39,2022-01-01 14:04:17,Física,Joel Torres,36,F,São Brás de Alportel,Física,250.95,Ex,Roupas,Preto,Doloremque nihil fugit accusantium necessitatibus quis nesciunt iusto.,XS,68.72,30.77,94,22,473174.61,2022-01
118,4,236,569,203,96,992.86,2016-04-10 02:53:14,Física,Bruna Gomes,33,F,Aljezur,Física,314.06,A,Roupas,Preto,Ad in totam.,XL,64.86,24.16,322,19,367549.05,2016-04
119,4,18,128,357,57,570.85,2017-08-11 17:59:09,Online,Henrique Machado,65,M,Alenquer,Online,852.76,Dolores,Roupas,Laranja,Recusandae assumenda commodi cumque.,L,44.25,18.38,154,22,523373.43,2017-08
120,4,347,178,42,88,55.51,2020-10-09 15:09:03,Online,Martim Pinho,18,M,Sines,Online,109.94,Consequatur,Calçado,Verde,Ipsa eum quidem nam voluptate aut dolor praesentium.,36,74.84,15.55,658,19,293006.03,2020-10
121,2,421,736,177,23,200.69,2024-05-13 12:00:43,Online,Isaac Vieira,37,M,Vila do Corvo,Física,622.3,Delectus,Roupas,Amarelo,Esse est laudantium perspiciatis ea aspernatur sunt.,L,44.14,16.35,233,16,549494.6,2024-05
122,4,965,680,195,42,500.77,2019-12-15 16:16:47,Física,Bruno Pinheiro,56,M,Esposende,Online,535.45,Ipsam,Roupas,Amarelo,Sunt alias et nulla.,XS,85.94,31.85,655,20,420166.97000000003,2019-12
123,2,866,141,108,85,833.49,2022-02-04 16:16:16,Online,Kyara Esteves,21,F,Santa Cruz da Graciosa,Online,323.16,Est,Calçado,Branco,Voluptatibus excepturi magnam minus aspernatur corporis facilis.,43,29.99,37.57,140,21,444930.17,2022-02
124,4,689,743,211,26,504.6,2015-05-24 07:07:31,Física,Cláudio Leal,37,F,Lisboa,Online,674.92,Rem,Calçado,Amarelo,Odio perferendis dolorem et.,36,31.87,15.39,189,18,454775.97,2015-05
125,5,309,928,292,68,312.64,2024-09-28 21:23:16,Física,Ariana Martins,36,M,Alvaiázere,Física,498.3,Cum,Roupas,Azul,Sequi porro ipsa exercitationem vel.,S,43.91,19.15,94,14,287981.87,2024-09
126,5,122,325,37,96,97.83,2015-05-14 14:14:36,Física,Tiago Matos,29,M,Setúbal,Física,474.74,Consequuntur,Calçado,Roxo,Explicabo dignissimos veritatis.,36,78.92,47.92,364,20,341442.97,2015-05
127,3,279,198,449,58,610.96,2020-12-01 21:59:59,Física,Kévim Pereira,46,M,Santiago do Cacém,Online,247.62,Sit,Calçado,Roxo,Maxime cupiditate aspernatur laborum sit.,42,55.66,22.17,2,29,748043.4299999999,2020-12
128,2,160,558,47,29,348.7,2018-09-15 15:29:04,Online,Ricardo Almeida-Miranda,49,F,Amadora,Online,981.56,Perspiciatis,Calçado,Cinzento,Pariatur tenetur totam suscipit dolorum quod non rem.,42,61.09,18.96,1248,15,469486.0,2018-09
129,3,79,268,29,20,319.97,2015-11-28 20:33:05,Física,Isabel Figueiredo,65,F,Barcelos,Física,481.36,Officiis,Roupas,Cinzento,Nobis iure corrupti recusandae similique fugit placeat magni.,M,22.33,30.55,222,24,818972.4199999999,2015-11
130,3,972,458,362,18,501.69,2019-08-16 06:44:21,Física,Xavier da Ribeiro,24,M,Castro Marim,Física,902.56,Adipisci,Calçado,Branco,Nam optio eius rerum dignissimos.,35,61.16,25.16,45,28,753264.74,2019-08
131,1,831,156,396,93,693.42,2022-08-16 09:32:57,Física,Mélanie Fernandes,52,M,Oliveira do Bairro,Física,183.17,Occaecati,Calçado,Cinzento,Harum eum qui possimus possimus nobis quae.,41,97.98,17.3,86,18,598108.77,2022-08
132,3,470,496,373,75,746.78,2015-05-18 15:36:53,Física,Daniela Rodrigues,57,F,Loures,Online,111.81,Sapiente,Roupas,Vermelho,Error et quos tempore nulla.,XS,85.57,32.5,8,22,480269.73,2015-05
133,5,796,766,184,60,893.93,2016-03-26 11:14:35,Física,Isabela-Salomé Miranda,47,M,Santo Tirso,Online,345.85,Necessitatibus,Calçado,Cinzento,Consequuntur doloremque esse tempora.,43,85.91,39.49,351,21,655905.48,2016-03
134,3,666,359,356,79,380.44,2016-01-10 07:01:40,Online,Luciana Pinho,59,F,Viana do Alentejo,Física,509.98,Earum,Roupas,Cinzento,Possimus nulla sint esse vero reprehenderit.,S,46.55,36.73,97,20,641901.34,2016-01
135,2,97,408,101,62,372.48,2015-08-30 13:39:18,Física,Daniela Castro,40,F,Mora,Online,777.73,Voluptate,Roupas,Amarelo,Cupiditate hic libero laudantium.,XS,66.89,49.43,90,24,653568.3,2015-08
136,5,713,990,269,30,805.95,2023-08-23 11:06:24,Física,Paulo Gaspar,57,M,Sines,Física,257.02,Modi,Roupas,Roxo,Officiis eaque ex fuga ex animi.,L,21.28,28.93,36,30,904967.02,2023-08
137,5,528,216,400,96,317.77,2022-07-19 04:37:49,Física,Afonso Antunes,28,M,Lajes das Flores,Online,779.28,Enim,Calçado,Roxo,Architecto quidem ea nam.,42,93.98,34.7,43,30,740650.9199999999,2022-07
138,2,848,801,285,95,313.08,2015-09-09 07:56:22,Online,Bárbara Brito,29,M,Loulé,Física,402.32,Tempore,Roupas,Branco,Modi culpa totam sint incidunt ex.,L,60.49,20.16,104,33,778163.16,2015-09
139,2,257,152,477,82,530.86,2016-11-14 01:15:15,Física,César Maia,64,M,Ponte de Sor,Física,133.96,Quaerat,Roupas,Cinzento,Culpa provident non id optio.,L,53.05,42.14,337,21,667605.74,2016-11
140,4,532,383,102,13,737.03,2018-03-12 15:21:23,Física,Lourenço Amaral,59,M,Vila Pouca de Aguiar,Online,861.9,Eligendi,Calçado,Rosa,Totam nostrum totam perferendis.,45,90.79,35.14,165,23,537852.88,2018-03
141,4,805,827,437,49,699.51,2017-02-18 23:01:52,Online,Margarida Tavares,18,F,Amadora,Online,466.29,Omnis,Roupas,Laranja,Quis dignissimos quas pariatur.,S,96.7,34.76,235,23,666407.38,2017-02
142,1,650,429,302,94,918.61,2018-09-28 11:17:08,Física,Andreia de Antunes,31,M,Mirandela,Online,612.37,Adipisci,Calçado,Roxo,Expedita pariatur consequuntur illum tempore.,36,38.02,10.47,1,17,552133.76,2018-09
143,5,794,772,65,28,687.38,2021-11-23 01:59:39,Online,Nicole-Mara Freitas,52,F,Covilhã,Física,772.7,Neque,Roupas,Amarelo,Officiis quas reprehenderit.,S,44.15,11.83,274,17,420729.56,2021-11
144,5,431,403,499,1,157.5,2023-07-24 19:30:28,Física,Yara do Esteves,38,F,Vila Nova de Cerveira,Física,507.65,Nemo,Roupas,Rosa,Quia iure magni ipsum ullam nemo.,M,36.05,30.07,26,26,485972.67000000004,2023-07
145,5,30,492,145,58,535.77,2018-09-14 13:17:46,Física,Luísa Torres-Matos,47,M,Montalegre,Online,840.47,Quasi,Roupas,Laranja,Laudantium error non.,XS,29.07,15.68,219,24,544567.9,2018-09
146,3,989,75,462,98,393.2,2017-12-31 23:43:22,Física,Nádia Assunção,39,M,Horta,Online,157.46,Illo,Roupas,Roxo,Ipsum dignissimos voluptatem quidem amet.,L,36.03,17.37,13,24,623294.14,2017-12
147,1,33,524,448,87,37.11,2024-02-12 17:52:41,Online,Fernando Branco,35,M,Almodôvar,Online,938.58,Ea,Roupas,Cinzento,Est aliquid omnis amet deleniti laboriosam sed.,XL,89.33,49.24,54,23,504586.74,2024-02
148,4,220,255,346,77,197.4,2018-06-15 05:26:48,Online,Márcio Esteves,69,M,Gondomar,Física,504.59,Exercitationem,Calçado,Amarelo,Ratione atque ea eveniet.,36,62.71,34.87,17,22,563164.08,2018-06
149,3,286,207,391,85,938.36,2018-06-04 18:22:33,Online,Rita-Juliana Torres,62,M,Setúbal,Física,900.38,Maxime,Calçado,Roxo,Tempora necessitatibus ab repellendus.,40,62.8,45.29,136,21,516520.9,2018-06
150,4,881,550,74,92,360.07,2020-03-30 03:57:59,Online,Isabela Borges,69,F,Machico,Física,595.37,Iusto,Calçado,Vermelho,Assumenda quasi voluptas mollitia corrupti.,44,36.32,30.86,98,29,742780.87,2020-03
151,1,546,798,302,41,924.63,2017-07-25 19:16:51,Física,Maria Coelho,56,F,Angra do Heroísmo,Física,688.27,Repudiandae,Calçado,Preto,Temporibus itaque quod debitis incidunt doloribus quo.,35,72.84,47.96,29,18,439506.06,2017-07
152,5,511,503,58,8,48.29,2024-01-15 18:52:55,Online,Ângelo Lopes,27,F,Vila Nova de Famalicão,Online,543.8,Nulla,Calçado,Preto,Reiciendis eum consequuntur suscipit reprehenderit explicabo illum nostrum.,37,25.84,16.73,101,20,314173.79000000004,2024-01
153,2,555,576,191,83,158.66,2017-11-09 15:05:24,Física,Miguel Correia,57,M,Montemor-o-Velho,Online,643.52,Ad,Roupas,Roxo,Corrupti quisquam quas corporis atque expedita.,XL,79.33,23.02,781,22,513174.82,2017-11
154,2,395,801,426,56,814.15,2024-09-18 20:44:58,Online,Bárbara Brito,29,M,Loulé,Física,402.32,Perferendis,Roupas,Azul,Alias aperiam ullam nobis illum adipisci eos.,M,67.94,22.76,104,33,778163.16,2024-09
155,3,916,444,355,29,8.74,2016-04-15 00:12:56,Física,Francisca Cunha,39,M,Vila do Conde,Online,885.4,Adipisci,Roupas,Verde,Harum vitae officiis a.,L,78.93,21.17,225,24,615618.84,2016-04
156,3,790,803,222,29,803.79,2018-11-10 08:00:33,Física,Nuno de Ribeiro,44,F,Aljezur,Física,116.16,Temporibus,Calçado,Rosa,Sint nobis deserunt earum.,36,45.39,35.68,599,24,576316.45,2018-11
157,4,474,215,364,36,230.24,2014-08-26 20:26:20,Online,Vítor Soares,26,M,Lajes do Pico,Online,367.28,Reiciendis,Roupas,Branco,Natus facere exercitationem architecto placeat.,L,37.65,25.36,15,30,660065.14,2014-08
158,1,104,815,302,46,537.25,2015-11-11 06:22:32,Física,Lucas Ferreira,30,M,Alcácer do Sal,Física,595.25,Earum,Roupas,Laranja,Ut iste harum.,XS,75.87,13.83,285,14,417686.94,2015-11
159,1,794,623,35,88,169.26,2023-10-05 21:29:40,Física,Anita Gonçalves,70,F,Leiria,Física,408.95,Neque,Roupas,Amarelo,Officiis quas reprehenderit.,S,44.15,11.83,195,17,334039.33,2023-10
160,4,958,981,164,37,470.12,2017-07-15 02:36:58,Física,Tomé Mota,19,F,Valença,Física,341.48,Quidem,Calçado,Cinzento,Maiores provident natus amet eius excepturi.,42,55.82,38.63,232,18,419205.81999999995,2017-07
161,4,130,678,335,28,476.78,2016-05-28 20:11:19,Física,Ricardo Correia-Macedo,44,F,Funchal,Online,268.01,Laboriosam,Roupas,Preto,Labore laudantium perferendis deserunt.,XXL,63.49,48.84,244,24,757870.67,2016-05
162,3,51,67,96,13,491.77,2024-12-11 07:06:11,Online,Petra do Pinto,41,M,Lajes do Pico,Online,583.32,Ipsa,Calçado,Azul,Consequatur deserunt laborum incidunt non repellendus.,42,33.09,48.36,21,30,714643.39,2024-12
163,4,406,194,99,69,886.68,2016-03-08 18:18:42,Física,Patrícia Faria,57,M,Viana do Alentejo,Online,549.14,Delectus,Roupas,Azul,Consequuntur perspiciatis mollitia.,XL,55.21,19.38,547,23,521752.31,2016-03
164,1,234,405,16,47,301.61,2022-02-21 15:01:14,Física,Mafalda-Alícia Brito,45,F,Montijo,Online,278.93,Dolores,Roupas,Vermelho,Error quae commodi sequi vel facilis reiciendis aliquam.,M,29.32,46.06,316,22,668629.79,2022-02
165,5,598,167,338,48,192.89,2021-05-04 15:38:42,Online,Bernardo Freitas,35,F,Valença,Física,341.51,Ipsam,Calçado,Cinzento,Dolores esse facere harum.,39,99.74,14.92,561,20,533620.14,2021-05
166,2,500,173,336,26,119.48,2015-12-14 09:00:48,Online,Marco da Vaz,56,M,Angra do Heroísmo,Física,559.63,Quasi,Calçado,Vermelho,Iste vel delectus.,40,39.54,24.2,175,20,477129.39,2015-12
167,5,841,854,92,63,379.04,2014-07-26 20:49:03,Online,Mário Cardoso,61,F,Redondo,Online,540.71,Tempora,Roupas,Roxo,In dicta eveniet pariatur.,S,33.17,42.86,225,23,613202.64,2014-07
168,1,211,683,460,35,114.11,2024-07-26 21:31:43,Online,Petra Soares,67,M,Vila do Corvo,Física,977.31,Ipsam,Calçado,Vermelho,Eos voluptatum odit accusantium corrupti nihil libero.,39,67.0,49.8,24,17,362003.64,2024-07
169,2,43,241,443,86,896.8,2019-03-28 19:16:47,Física,Caetana Pinho,20,M,Cadaval,Online,732.47,Minima,Roupas,Rosa,Natus cumque deleniti dolorem libero nesciunt nam.,M,76.33,12.39,124,24,715451.54,2019-03
170,5,672,993,292,77,200.38,2019-02-14 22:46:30,Física,César Sousa,56,F,Marinha Grande,Física,655.3,Neque,Roupas,Rosa,Ipsa nihil eius dignissimos vitae earum.,XL,88.38,10.16,223,27,531991.25,2019-02
171,3,919,876,57,25,405.13,2018-06-10 14:58:03,Física,César de Antunes,68,F,Ferreira do Alentejo,Online,425.6,Iste,Calçado,Preto,Labore temporibus voluptates fugit.,45,46.23,43.53,666,29,665981.27,2018-06
172,5,614,280,177,91,168.65,2024-03-01 10:57:58,Física,Beatriz Reis,59,F,Castro Daire,Online,806.41,Fugiat,Roupas,Preto,Animi recusandae libero nemo incidunt occaecati vel.,XS,20.73,33.46,306,25,745924.61,2024-03
173,3,742,237,278,25,651.1,2019-05-29 00:31:44,Online,Nádia Nogueira,68,F,Portimão,Física,585.22,Cupiditate,Calçado,Cinzento,Assumenda adipisci nam maxime recusandae et odit.,44,24.46,26.81,9,16,369064.46,2019-05
174,2,236,780,346,5,713.49,2024-04-12 00:22:55,Online,Simão de Nogueira,34,F,Albufeira,Física,943.96,A,Roupas,Preto,Ad in totam.,XL,64.86,24.16,120,26,569589.56,2024-04
175,2,1,542,76,41,88.06,2015-09-11 19:39:58,Física,Érica Soares,66,F,Loures,Física,137.15,Qui,Roupas,Verde,Doloribus dignissimos voluptatem.,XS,71.3,17.39,53,24,374439.29,2015-09
176,2,75,910,308,26,531.12,2020-07-21 00:28:06,Física,Ema Leal-Mota,31,F,Silves,Física,577.83,Veritatis,Calçado,Amarelo,Corporis accusamus at molestiae maiores reiciendis expedita.,45,34.29,47.09,122,22,472317.77,2020-07
177,3,945,671,321,75,690.16,2021-04-14 14:12:52,Online,Ivo Pereira,23,M,Vila Franca do Campo,Online,726.51,Omnis,Roupas,Branco,Vero ea in aspernatur eaque reiciendis dignissimos.,S,75.94,11.07,23,19,411886.19,2021-04
178,2,121,215,92,91,279.37,2021-07-24 13:54:56,Física,Vítor Soares,26,M,Lajes do Pico,Online,367.28,Facere,Calçado,Roxo,Quae harum quia.,35,58.35,17.95,15,30,660065.14,2021-07
179,2,775,156,427,36,332.68,2021-02-25 03:59:22,Física,Mélanie Fernandes,52,M,Oliveira do Bairro,Física,183.17,Suscipit,Roupas,Azul,Esse eum voluptatem nesciunt.,L,27.48,46.83,86,18,598108.77,2021-02
180,5,171,985,469,91,125.09,2020-02-22 18:02:06,Física,Mário Loureiro,70,F,Portimão,Online,759.91,Dicta,Calçado,Roxo,Nemo cum officiis aut perspiciatis cupiditate.,40,59.72,40.31,49,29,748453.27,2020-02
181,5,145,262,110,58,343.65,2022-08-02 21:53:33,Física,Yasmin de Marques,22,M,Vila do Corvo,Online,313.21,Sit,Calçado,Laranja,Harum quia eius ipsum.,42,66.56,34.85,320,15,409337.87,2022-08
182,5,646,985,17,28,663.12,2020-02-05 11:29:29,Online,Mário Loureiro,70,F,Portimão,Online,759.91,Quae,Calçado,Branco,Incidunt animi aliquam a distinctio officia distinctio.,41,54.33,24.4,49,29,748453.27,2020-02
184,3,955,208,331,31,66.79,2023-12-24 13:48:47,Física,Marco Fernandes,53,F,Vila do Bispo,Online,257.31,Ducimus,Roupas,Cinzento,Laudantium tempore cum totam architecto.,XXL,53.7,48.94,108,24,788068.81,2023-12
185,5,535,14,145,82,401.26,2017-07-16 07:58:55,Online,Luana-Jéssica Carneiro,22,F,Reguengos de Monsaraz,Física,873.54,Sequi,Calçado,Preto,Optio quaerat atque tempore dolore.,35,67.29,38.12,119,22,654806.38,2017-07
186,3,525,628,125,32,766.76,2015-05-11 06:33:49,Online,Gustavo Neves,54,M,Santa Cruz da Graciosa,Online,775.06,Ullam,Calçado,Verde,Minus commodi unde et magni asperiores a.,40,98.25,24.59,121,20,550162.27,2015-05
187,2,416,533,95,34,45.99,2024-03-22 22:53:22,Física,Rafaela Amorim,55,F,Penamacor,Física,313.32,Animi,Roupas,Preto,Nulla corrupti reiciendis accusamus ab delectus.,S,96.03,46.63,284,17,340783.22,2024-03
188,5,356,145,172,98,211.21,2024-10-13 08:43:42,Online,Bernardo Soares-Domingues,37,M,Lourinhã,Física,739.04,Voluptas,Calçado,Preto,Odio eveniet odit ex.,38,98.03,41.58,48,23,668607.97,2024-10
189,3,279,624,285,73,191.17,2015-09-22 16:54:56,Online,Noa Campos,38,F,Velas,Física,495.9,Sit,Calçado,Roxo,Maxime cupiditate aspernatur laborum sit.,42,55.66,22.17,228,15,320145.74,2015-09
190,4,202,583,415,73,331.35,2022-05-30 08:34:20,Física,Laura Jesus,64,F,Vila Viçosa,Física,114.77,Delectus,Roupas,Rosa,Ipsam eos omnis quibusdam unde blanditiis.,S,54.14,34.86,17,25,665320.94,2022-05
191,3,107,748,264,49,437.67,2016-09-04 09:29:30,Física,Bárbara Machado,68,F,Trofa,Física,627.33,Illum,Calçado,Preto,Deserunt nisi quas voluptatem ipsam recusandae similique.,37,44.93,43.05,4,23,677948.93,2016-09
192,3,806,459,267,49,784.96,2016-01-07 21:40:48,Online,Micael Coelho,48,M,Montemor-o-Novo,Online,932.08,Vero,Roupas,Cinzento,Doloribus et quam assumenda.,XS,90.86,45.08,54,17,408281.66000000003,2016-01
193,3,117,787,469,31,701.24,2021-06-01 16:32:59,Online,Lourenço Gaspar-Assunção,29,M,Sintra,Física,149.91,Libero,Roupas,Branco,Reprehenderit dolorum illum ducimus iste laborum quos corrupti.,XXL,65.89,16.78,16,20,386765.61,2021-06
194,5,693,945,212,17,824.54,2014-05-27 07:04:07,Física,Xavier Moreira,51,F,Lagos,Física,589.46,Reiciendis,Calçado,Preto,Reprehenderit ad aspernatur aperiam.,44,70.04,40.25,241,16,319788.88,2014-05
195,3,851,906,9,85,129.98,2022-11-21 12:29:08,Física,Gonçalo de Pacheco,37,M,Olhão,Online,678.1,Enim,Calçado,Laranja,Quam repudiandae corporis rem nobis maiores.,44,80.05,38.53,3,23,433370.45,2022-11
196,4,280,853,67,25,39.16,2023-05-14 13:40:58,Física,Victória Ribeiro,52,M,Horta,Física,294.26,Natus,Calçado,Azul,Veritatis officia quas.,42,50.19,42.82,321,25,553719.21,2023-05
197,3,64,6,309,70,162.23,2017-03-05 01:43:50,Online,Mauro Garcia,65,M,Angra do Heroísmo,Física,357.61,In,Roupas,Azul,Labore numquam culpa cumque.,S,94.43,30.59,85,17,408198.82,2017-03
198,3,875,643,360,81,575.33,2022-12-09 06:09:28,Física,Fábio Faria,52,M,Monção,Física,242.88,Nam,Roupas,Vermelho,Id quo perferendis.,XL,64.5,26.64,508,23,682701.77,2022-12
199,1,144,244,219,44,940.17,2019-10-14 05:17:53,Física,Carlota Morais,36,F,Horta,Online,444.32,Laborum,Roupas,Verde,Fuga aliquam praesentium incidunt.,L,39.45,29.24,540,16,284861.07,2019-10
200,5,964,469,500,27,281.24,2021-11-30 05:21:57,Física,Matilde Moura-Henriques,52,F,Trofa,Online,120.68,Culpa,Roupas,Laranja,Similique laudantium voluptatum veritatis.,S,79.59,48.54,265,28,609697.32,2021-11
201,2,640,118,266,36,497.4,2021-01-27 11:11:02,Física,Benedita Barros,62,M,Almodôvar,Online,985.36,Asperiores,Roupas,Azul,Ipsum tenetur delectus tenetur provident cum.,XS,45.4,49.97,352,22,482701.7,2021-01
202,4,600,374,184,12,688.11,2018-03-25 02:20:48,Online,Bryan do Neto,67,M,Castro Marim,Online,784.14,Doloremque,Roupas,Vermelho,Neque sint quisquam quia praesentium magni vero.,S,48.25,41.05,76,21,524558.87,2018-03
203,3,612,946,475,90,716.25,2024-12-20 01:45:12,Física,Marco Torres,69,M,Ponta Delgada,Online,675.11,Eum,Roupas,Rosa,A quasi at iste vero.,XS,28.8,47.85,12,21,535149.9500000001,2024-12
204,2,76,951,161,51,167.23,2024-07-28 23:40:42,Física,Bárbara-Lia Sá,40,M,Amarante,Online,226.95,Laboriosam,Calçado,Preto,Officia ut harum cum minima.,39,64.83,26.29,93,22,475327.27999999997,2024-07
205,1,474,557,343,22,481.87,2020-04-10 16:17:56,Física,Rafaela Oliveira,27,F,Braga,Online,846.59,Reiciendis,Roupas,Branco,Natus facere exercitationem architecto placeat.,L,37.65,25.36,339,18,443374.78,2020-04
206,2,444,17,144,46,462.17,2015-01-30 03:44:44,Física,Ângelo Teixeira,68,F,Vila do Bispo,Online,884.97,Nisi,Calçado,Laranja,Rem praesentium corporis delectus praesentium beatae.,36,67.19,26.0,37,19,351396.21,2015-01
207,2,774,548,472,63,654.48,2015-12-24 10:59:38,Online,Emma Pinto,35,M,Velas,Física,613.68,Ullam,Calçado,Roxo,Recusandae reprehenderit asperiores exercitationem ipsa commodi.,40,86.94,18.94,97,15,454005.57,2015-12
208,2,758,978,333,16,336.55,2017-12-21 09:37:36,Física,Flor da Brito,26,F,Ansião,Física,610.94,Laudantium,Calçado,Branco,Neque at a exercitationem totam.,43,85.06,12.06,76,24,589205.92,2017-12
209,4,643,573,166,45,418.81,2020-11-16 14:08:00,Online,Fabiana Gonçalves,24,M,Sobral de Monte Agraço,Online,274.44,Laudantium,Calçado,Laranja,Consectetur aliquam consequuntur repellat odio velit amet.,44,76.08,31.31,140,19,393516.73,2020-11
210,5,53,441,85,66,631.22,2019-03-28 05:40:43,Física,Alícia Macedo,59,M,Melgaço,Online,274.56,Est,Calçado,Roxo,Distinctio dolor perferendis fuga culpa quisquam.,45,49.09,39.82,254,23,715561.27,2019-03
211,5,661,559,27,39,67.24,2021-07-17 10:58:55,Online,Cristiano Carneiro,58,F,Anadia,Online,107.21,Beatae,Roupas,Roxo,Laboriosam vel aut nihil exercitationem molestias.,XS,26.44,26.93,59,21,659194.02,2021-07
212,1,758,476,38,27,667.67,2018-03-27 01:55:33,Online,Bruna da Andrade,59,M,Sobral de Monte Agraço,Física,199.44,Laudantium,Calçado,Branco,Neque at a exercitationem totam.,43,85.06,12.06,149,22,723525.9299999999,2018-03
213,1,368,64,420,5,543.95,2020-02-05 19:10:57,Física,Benjamim Amorim,65,M,Amarante,Física,366.17,Nobis,Calçado,Branco,Modi rem explicabo nobis.,37,63.7,35.3,20,20,587182.9299999999,2020-02
214,5,373,472,241,79,272.07,2015-05-23 01:28:04,Física,Leonor Pinho,39,M,Ponta Delgada,Online,567.64,Aperiam,Calçado,Verde,At cum cupiditate doloribus excepturi cumque ipsum.,43,86.89,37.51,1206,17,366578.6,2015-05
215,2,513,267,101,37,116.7,2019-03-08 23:32:54,Online,Iara Barbosa,32,M,Vila Nova de Santo André,Física,204.8,Magnam,Roupas,Roxo,Iure animi sapiente labore at.,XL,73.0,49.81,225,14,243997.72999999998,2019-03
216,3,28,591,37,12,340.25,2021-05-05 02:56:46,Online,Lara Vicente,70,F,São Brás de Alportel,Física,243.34,Dicta,Roupas,Rosa,Fuga enim quis praesentium nemo corrupti recusandae necessitatibus.,L,56.35,18.1,255,27,543019.78,2021-05
217,4,683,946,97,40,930.33,2021-02-01 02:27:14,Online,Marco Torres,69,M,Ponta Delgada,Online,675.11,Autem,Roupas,Vermelho,Quas facere explicabo quasi quas.,XL,85.78,28.97,12,21,535149.9500000001,2021-02
218,5,889,295,453,93,486.8,2024-01-30 08:46:02,Online,Bianca Sousa-Pinheiro,23,M,Aveiro,Física,623.97,Natus,Calçado,Preto,Dicta consequatur quisquam error libero.,40,61.29,48.58,337,24,610818.98,2024-01
219,5,595,564,131,70,943.74,2018-12-11 12:17:21,Online,Valentina da Vicente,39,F,Aljezur,Online,715.48,Quisquam,Roupas,Branco,Hic quidem rerum animi rerum.,XXL,28.73,49.34,86,14,344600.93,2018-12
220,4,223,867,443,59,558.38,2017-04-03 20:51:13,Online,Noa Borges,54,M,Alvito,Física,757.9,Modi,Calçado,Branco,Officiis vitae sunt.,37,63.42,21.62,213,16,394662.6,2017-04
